"Position","Name","Appearance","MinutesPlayed","Height","Weight","Rating","TotalShots","OutsideBoxShot","SixYardShot","PenaltyYardShot","TotalGoal","OutsideBoxGoal","SixYardGoal","PenaltyYardGoal","TotalDribble","DribbleLost","DribbleWon","Turnovers","Dispossessed","TotalAerialDuel","AerialWon","AerialLost","TotalTackleWon","TotalTackleAttempt","DribbledPast","TotalInterception","FoulAgainst","FoulCommitted","YellowCard","RedCard","Offside","TotalClearance","ShotsBlocked","CrossesBlocked","PassesBlocked","TotalSaves","SixYardSave","PenaltyAreaSave","OutsideBoxSave","TotalPass","AccLongBall","InaccLongBall","AccShortPass","InaccShortPass","TotalKeyPass","LongKeyPass","ShortKeyPass","TotalAssist","CrossAssist","CornerAssist","ThroughBallAssist","FKAssist","ThrowInAssist","OtherAssist","TotalAccCrosses","TotalAccThroughBall","OwnGoal"
"CentreForward",NA,26,1230,187,88,6.27,28,10,2,16,2,0,1,1,8,3,5,41,16,66,23,43,15,19,4,9,11,22,1,0,11,9,0,4,8,0,0,0,0,331,17,10,224,80,13,1,12,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,6,224,187,88,6.14,6,2,1,3,1,0,1,0,2,2,0,5,1,12,1,11,1,2,1,1,3,2,0,0,2,0,0,1,0,0,0,0,0,51,5,1,31,14,1,0,1,1,0,0,0,0,0,1,0,0,0
"Goalkeeper",NA,1,27,191,81,7.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,3,1,13,6,7,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1
"RightMidfield",NA,13,366,175,67,6.37,5,2,1,2,1,0,1,0,16,9,7,13,7,12,3,9,12,13,1,3,5,4,1,0,1,4,0,1,3,0,0,0,0,88,0,1,62,25,6,0,6,0,0,0,0,0,0,0,12,0,0
"AttackingMidfield",NA,27,1522,188,83,6.6,33,5,3,25,4,0,0,4,37,18,19,55,26,62,29,33,18,39,21,4,15,27,2,0,7,20,0,2,25,0,0,0,0,766,11,4,639,112,18,1,17,3,0,0,0,0,0,3,0,0,0
"DefensiveMidfield",NA,29,2431,178,72,7.01,15,13,0,2,1,1,0,0,32,12,20,41,16,64,30,34,74,110,36,45,31,46,10,0,0,49,14,4,35,0,0,0,0,1404,136,78,1053,137,35,15,20,2,0,0,1,0,0,1,12,0,0
"LeftWinger",NA,3,149,180,78,6.19,3,2,0,1,0,0,0,0,1,1,0,2,1,2,0,2,2,8,6,2,0,1,0,0,0,1,0,0,1,0,0,0,0,40,2,3,28,7,3,0,3,1,0,0,0,0,0,1,0,0,0
"LeftWinger",NA,15,1147,180,78,6.59,29,15,0,14,0,0,0,0,40,22,18,22,17,17,2,15,6,13,7,12,5,12,1,0,6,9,0,0,6,0,0,0,0,308,1,15,221,71,23,7,16,3,1,1,0,0,0,2,0,2,0
"Goalkeeper",NA,9,810,190,88,7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,1,1,0,0,1,0,0,0,0,14,0,0,0,23,0,17,6,215,76,120,18,1,0,0,0,0,0,0,0,0,0,0,2,1,0
"Goalkeeper",NA,25,2250,190,88,6.79,0,0,0,0,0,0,0,0,0,0,0,1,0,17,17,0,0,0,0,0,4,0,3,0,0,42,0,0,0,85,8,51,26,628,186,341,101,0,0,0,0,0,0,0,0,0,0,0,45,0,0
"Goalkeeper",NA,10,900,190,88,6.66,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,0,0,1,0,0,0,0,6,0,0,0,34,4,24,6,297,82,158,55,2,0,0,0,0,0,0,0,0,0,0,0,3,0
"DefensiveMidfield",NA,33,2506,183,76,6.43,10,9,1,0,0,0,0,0,11,6,5,18,18,49,27,22,61,77,16,37,27,39,8,0,0,23,5,9,14,0,0,0,0,1023,82,78,743,120,11,2,9,0,0,0,0,0,0,0,26,0,0
"CentreForward",NA,21,1133,180,70,6.15,16,3,1,12,1,0,0,1,16,7,9,31,17,73,14,59,5,7,2,5,13,9,1,0,6,15,0,2,7,0,0,0,0,217,3,4,160,50,3,0,3,0,0,0,0,0,0,0,8,0,0
"CentreForward",NA,13,874,180,70,6.42,21,5,4,12,4,1,2,1,26,14,12,28,24,59,10,49,5,7,2,2,8,8,0,0,4,1,0,0,8,0,0,0,0,212,4,5,144,59,8,0,8,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,4,169,175,70,6.32,2,1,0,1,0,0,0,0,3,0,3,4,5,9,2,7,6,12,6,0,1,4,2,0,0,1,0,1,5,0,0,0,0,53,1,1,40,11,1,1,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,38,3420,189,89,6.54,1,0,0,1,0,0,0,0,1,0,1,0,0,11,10,1,1,1,0,3,4,0,3,0,0,29,0,0,0,90,8,53,29,1118,351,375,381,11,1,1,0,0,0,0,0,0,0,0,38,0,0
"Goalkeeper",NA,30,2667,189,89,6.84,0,0,0,0,0,0,0,0,2,0,2,0,0,11,11,0,2,5,3,1,3,0,1,0,0,28,0,0,1,110,6,53,51,888,310,530,44,4,0,0,0,0,0,0,0,0,0,0,15,0,0
"Goalkeeper",NA,38,3420,189,89,6.55,0,0,0,0,0,0,0,0,2,1,1,0,0,11,11,0,0,0,0,0,4,0,0,0,0,17,0,0,0,88,14,55,19,1066,242,307,508,9,0,0,0,0,0,0,0,0,0,0,4,0,0
"Goalkeeper",NA,38,3420,189,89,6.72,1,1,0,0,0,0,0,0,1,1,0,1,0,12,10,2,1,2,1,1,7,0,2,0,0,12,0,0,0,96,7,63,26,1033,248,246,531,8,3,3,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,38,3420,189,89,6.78,0,0,0,0,0,0,0,0,1,0,1,0,0,12,9,3,1,3,2,3,1,0,2,0,0,32,0,0,0,99,6,55,38,1146,333,733,76,4,5,5,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,33,2966,189,89,6.61,0,0,0,0,0,0,0,0,2,0,2,0,0,12,12,0,1,3,2,0,6,0,3,0,0,38,0,0,1,92,4,43,45,1032,331,509,181,11,1,1,0,0,0,0,0,0,0,0,7,0,0
"Goalkeeper",NA,24,2160,189,89,6.63,0,0,0,0,0,0,0,0,2,0,2,0,0,6,3,3,0,1,1,2,0,0,0,0,0,22,0,0,0,79,5,31,43,706,234,415,56,1,2,2,0,0,0,0,0,0,0,0,7,0,0
"RightBack",NA,1,90,0,0,6.09,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,14,0,2,10,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,1,90,0,0,5.06,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,5,0,0,0,1,1,0,0,3,0,0,0,0,0,0,0,19,0,0,15,4,0,0,0,0,0,0,0,0,0,0,1,0,0
"CentreBack",NA,13,1007,185,72,6.55,3,0,1,2,1,0,1,0,5,2,3,10,1,50,31,19,20,30,10,13,2,13,1,0,0,35,10,4,6,0,0,0,0,447,29,61,288,69,4,0,4,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,15,266,191,68,6.36,9,0,2,7,1,0,1,0,12,3,9,10,4,34,18,16,2,3,1,0,5,4,0,0,0,2,0,0,1,0,0,0,0,73,1,3,53,16,6,0,6,1,1,0,0,0,0,0,2,0,0
"CentreForward",NA,18,538,191,68,6.22,17,0,4,13,0,0,0,0,20,6,14,26,11,73,27,46,1,4,3,0,11,12,0,0,3,3,0,0,4,0,0,0,0,136,2,0,98,36,5,0,5,0,0,0,0,0,0,0,0,0,1
"CentreForward",NA,30,931,185,82,6.22,18,7,1,10,1,0,0,1,17,8,9,29,21,50,14,36,6,10,4,2,7,14,2,0,8,2,0,1,6,0,0,0,0,275,6,3,204,62,13,0,13,3,1,0,1,0,0,1,3,0,0
"CentreForward",NA,21,827,185,82,6.48,29,9,3,17,3,1,0,2,18,5,13,26,14,24,6,18,9,26,17,3,9,17,2,0,4,4,2,0,8,0,0,0,0,246,6,5,189,46,11,1,10,3,0,0,2,0,0,1,0,0,0
"CentreForward",NA,20,528,185,82,6.4,22,4,5,13,4,0,2,2,14,6,8,20,20,30,5,25,6,9,3,0,2,8,0,0,6,2,0,0,6,0,0,0,0,192,4,2,143,43,13,0,13,3,0,0,0,0,0,3,0,0,0
"CentreForward",NA,25,1458,185,82,6.84,59,21,5,33,12,2,1,9,44,12,32,57,34,45,8,37,12,25,13,2,13,26,1,0,9,1,0,0,14,0,0,0,0,504,11,15,391,87,28,0,28,2,1,0,0,0,0,1,0,0,0
"CentreForward",NA,26,753,185,82,6.56,28,13,3,12,8,1,2,5,18,5,13,25,40,63,14,49,14,20,6,3,5,17,1,0,3,6,0,0,4,0,0,0,0,346,5,2,261,78,14,0,14,1,0,0,0,0,0,1,0,0,0
"CentreForward",NA,20,963,185,82,6.63,36,11,5,20,5,0,4,1,27,11,16,52,21,33,3,30,3,11,8,3,13,24,1,0,9,7,1,1,7,0,0,0,0,267,6,1,210,50,15,0,15,3,0,0,1,0,0,2,10,0,0
"CentreBack",NA,1,16,0,0,5.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,7,616,185,74,6.34,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,14,2,9,3,182,64,83,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,1,90,185,74,6.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,3,2,24,3,14,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftMidfield",NA,17,756,180,69,6.52,12,4,0,8,1,1,0,0,34,15,19,22,28,38,20,18,15,27,12,8,9,13,1,0,1,4,0,1,7,0,0,0,0,236,0,10,171,55,8,0,8,2,0,0,0,0,0,2,0,0,0
"LeftWinger",NA,1,75,182,77,6.4,3,1,0,2,0,0,0,0,0,0,0,1,2,0,0,0,3,4,1,2,1,1,0,0,0,0,0,0,3,0,0,0,0,22,1,1,12,8,1,0,1,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,14,552,182,77,6.65,13,11,0,2,1,1,0,0,42,16,26,17,13,14,6,8,14,24,10,13,9,6,0,0,2,6,0,2,9,0,0,0,0,290,7,7,243,33,6,1,5,0,0,0,0,0,0,0,0,0,1
"LeftWinger",NA,1,16,182,77,6.12,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,7,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"LeftWinger",NA,13,1030,182,77,6.95,23,13,1,9,2,0,1,1,34,18,16,44,20,19,2,17,31,54,23,14,20,15,1,0,0,9,1,2,11,0,0,0,0,351,8,13,263,67,13,2,11,2,1,1,0,0,0,1,10,4,0
"LeftWinger",NA,25,1345,182,77,6.53,31,19,1,11,1,0,0,1,55,25,30,42,40,22,7,15,30,47,17,32,22,19,1,0,5,19,0,5,10,0,0,0,0,462,17,40,317,88,11,2,9,1,1,0,0,0,0,0,0,2,0
"LeftWinger",NA,1,6,178,72,6.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreForward",NA,19,747,189,98,6.31,17,3,1,13,1,0,0,1,8,3,5,23,14,116,41,75,3,5,2,2,20,13,1,0,4,5,2,0,2,0,0,0,0,136,1,0,84,51,12,1,11,1,0,0,0,0,0,1,4,0,0
"CentralMidfield",NA,37,2966,183,70,6.64,30,18,1,11,1,0,0,1,44,13,31,51,38,192,96,96,44,72,28,38,58,24,5,0,1,64,7,3,25,0,0,0,0,1680,81,85,1253,261,24,5,19,1,0,0,0,0,0,1,0,0,0
"RightBack",NA,22,1483,180,71,6.69,7,2,0,5,0,0,0,0,19,9,10,19,8,49,29,20,48,56,8,27,18,28,3,0,2,44,5,5,9,0,0,0,0,690,32,32,489,137,18,6,12,1,1,0,0,0,0,0,26,0,0
"Goalkeeper",NA,33,2970,189,84,6.36,0,0,0,0,0,0,0,0,0,0,0,1,0,6,6,0,1,2,1,1,5,0,0,0,0,12,0,0,0,54,3,32,19,938,131,185,617,5,0,0,0,0,0,0,0,0,0,0,0,0,1
"Goalkeeper",NA,7,585,189,84,6.17,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,1,0,0,0,1,0,0,4,0,0,0,15,0,9,6,205,36,41,125,3,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,36,3240,189,84,6.63,0,0,0,0,0,0,0,0,1,0,1,1,1,8,8,0,1,2,1,0,4,0,2,0,0,14,0,0,1,82,7,37,38,1003,188,137,669,9,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,6,278,190,89,6.13,1,0,0,1,0,0,0,0,7,4,3,4,1,19,7,12,6,9,3,2,2,4,0,1,0,7,3,0,4,0,0,0,0,131,4,13,93,21,2,0,2,1,1,0,0,0,0,0,1,0,0
"AttackingMidfield",NA,37,3085,181,68,7.8,94,72,0,22,8,5,0,3,87,24,63,64,60,31,15,16,62,119,57,25,33,30,2,0,2,12,2,2,43,0,0,0,0,2693,130,70,2117,376,106,27,79,16,5,0,4,37,0,7,26,4,0
"AttackingMidfield",NA,25,2001,181,68,7.65,80,42,2,36,6,1,1,4,67,19,48,45,33,14,4,10,34,69,35,9,31,27,1,0,1,8,1,2,25,0,0,0,0,1265,64,24,969,208,80,20,60,12,3,0,1,0,0,8,40,5,0
"AttackingMidfield",NA,19,978,181,68,7.05,31,21,0,10,2,1,0,1,27,8,19,23,13,17,6,11,22,36,14,3,15,10,2,0,1,2,1,0,12,0,0,0,0,725,45,21,562,97,36,6,30,2,0,0,2,0,0,0,17,2,0
"AttackingMidfield",NA,25,2004,181,68,7.45,49,27,1,21,7,2,1,4,62,26,36,42,35,41,12,29,28,76,48,18,18,16,2,0,8,13,0,1,21,0,0,0,0,1128,48,23,835,222,81,21,60,9,3,2,2,25,0,2,48,5,0
"AttackingMidfield",NA,36,2885,181,68,7.55,86,54,3,29,6,4,1,1,78,26,52,56,48,39,14,25,49,115,66,23,40,37,4,0,2,8,1,1,37,0,0,0,0,1802,83,58,1394,267,103,23,80,18,9,2,3,108,0,6,83,14,0
"AttackingMidfield",NA,35,2800,181,68,7.97,99,58,1,40,13,5,0,8,81,33,48,47,31,34,17,17,45,93,48,18,28,26,3,0,3,23,4,1,22,0,0,0,0,1907,121,47,1433,306,136,20,116,20,9,1,3,35,0,8,74,14,0
"CentreForward",NA,3,34,180,79,6.1,0,0,0,0,0,0,0,0,0,0,0,4,2,8,4,4,1,1,0,0,1,2,0,0,0,1,0,0,1,0,0,0,0,10,0,0,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,8,636,188,83,6.32,2,0,1,1,0,0,0,0,0,0,0,1,0,39,18,21,11,13,2,6,2,7,2,0,0,24,7,0,4,0,0,0,0,265,21,36,168,40,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,8,562,188,83,6.65,2,0,0,2,0,0,0,0,1,0,1,1,0,51,28,23,7,12,5,4,6,9,0,0,0,30,7,1,2,0,0,0,0,200,11,21,137,31,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,3,270,188,83,6.67,1,0,0,1,0,0,0,0,1,0,1,0,1,12,8,4,4,5,1,4,2,1,0,0,0,15,4,0,0,0,0,0,0,108,11,23,64,10,0,0,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,6,513,188,83,6.92,1,0,0,1,0,0,0,0,1,0,1,0,1,37,20,17,18,28,10,7,5,3,0,0,0,34,5,1,2,0,0,0,0,168,21,17,115,15,1,0,1,1,0,0,0,0,0,1,10,0,0
"CentreBack",NA,16,1440,188,83,7.16,10,0,4,6,1,0,1,0,0,0,0,6,2,138,80,58,32,42,10,19,21,15,1,0,1,127,14,2,11,0,0,0,0,541,61,64,327,89,6,0,6,2,0,0,0,0,0,2,10,0,0
"CentreBack",NA,1,20,188,83,6.31,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,3,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,3,144,184,80,6.38,1,1,0,0,0,0,0,0,4,3,1,0,0,5,3,2,11,14,3,3,2,3,0,0,1,2,0,2,2,0,0,0,0,41,4,6,21,10,1,0,1,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,15,843,192,95,6.15,4,4,0,0,0,0,0,0,0,0,0,3,5,23,19,4,14,22,8,9,6,12,4,1,0,20,2,2,7,0,0,0,0,574,33,34,456,51,4,0,4,0,0,0,0,0,0,0,0,0,0
"RightWinger",NA,35,2081,182,72,6.86,62,33,5,24,4,0,0,4,75,26,49,46,36,55,17,38,18,37,19,7,25,27,2,0,4,11,0,2,21,0,0,0,0,719,39,21,557,102,43,9,34,6,1,1,1,0,0,4,7,4,0
"RightWinger",NA,5,138,182,72,6.18,4,3,0,1,0,0,0,0,3,1,2,3,3,4,2,2,4,5,1,0,2,1,1,0,0,3,0,0,0,0,0,0,0,54,2,1,42,9,1,0,1,0,0,0,0,0,0,0,1,0,0
"RightWinger",NA,23,1005,182,72,6.63,41,19,1,21,4,0,0,4,38,19,19,21,14,21,6,15,14,22,8,9,17,14,0,2,7,6,1,4,11,0,0,0,0,328,23,14,248,43,18,5,13,2,2,1,0,0,0,0,0,0,0
"RightWinger",NA,29,1424,182,72,6.55,52,33,0,19,7,3,0,4,61,36,25,25,30,7,3,4,21,38,17,6,21,16,3,0,13,1,1,4,15,0,0,0,0,475,28,11,373,63,18,3,15,1,0,0,0,0,0,1,0,0,0
"AttackingMidfield",NA,29,1747,183,85,6.56,31,9,8,14,1,0,1,0,9,5,4,20,19,46,24,22,38,68,30,35,15,22,2,0,6,34,8,8,28,0,0,0,0,574,27,22,423,102,12,1,11,1,0,0,0,0,0,1,0,0,0
"AttackingMidfield",NA,2,57,183,85,6.08,0,0,0,0,0,0,0,0,1,0,1,0,1,1,0,1,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,15,0,1,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,4,18,181,73,6.13,0,0,0,0,0,0,0,0,1,0,1,0,0,4,3,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,20,0,2,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0
"DefensiveMidfield",NA,7,564,181,73,6.94,5,4,0,1,0,0,0,0,5,2,3,10,9,9,5,4,19,24,5,15,16,9,1,0,0,14,2,3,8,0,0,0,0,451,21,16,376,38,4,0,4,0,0,0,0,0,0,0,1,1,0
"CentreBack",NA,4,315,180,74,6.73,1,0,0,1,0,0,0,0,1,1,0,2,1,13,10,3,10,15,5,9,4,2,0,0,0,18,1,3,5,0,0,0,0,97,7,9,63,18,1,0,1,1,0,0,0,0,0,1,1,0,0
"CentreBack",NA,5,357,187,85,6.19,0,0,0,0,0,0,0,0,1,0,1,0,1,11,8,3,3,3,0,4,1,4,3,0,0,13,1,2,1,0,0,0,0,225,13,21,171,20,1,1,0,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,10,813,187,85,6.84,1,0,0,1,0,0,0,0,0,0,0,3,2,17,9,8,5,9,4,20,3,12,2,0,0,49,9,1,1,0,0,0,0,541,46,32,438,25,2,1,1,0,0,0,0,0,0,0,12,0,0
"CentreBack",NA,17,1322,187,85,6.52,1,0,0,1,0,0,0,0,6,4,2,0,1,43,19,24,24,35,11,30,6,20,5,0,0,78,12,10,13,0,0,0,0,504,44,55,343,62,3,0,3,0,0,0,0,0,0,0,12,3,0
"RightBack",NA,12,574,180,65,6.36,1,0,0,1,0,0,0,0,22,9,13,12,6,15,6,9,14,26,12,9,4,4,1,0,1,22,0,1,2,0,0,0,0,291,11,11,216,53,3,1,2,0,0,0,0,0,0,0,1,0,0
"DefensiveMidfield",NA,33,2690,189,75,7.1,28,10,4,14,8,1,1,6,24,7,17,24,24,113,56,57,45,68,23,61,45,27,4,0,4,72,10,5,26,0,0,0,0,1706,67,27,1465,147,26,1,25,1,0,0,0,0,0,1,0,10,0
"DefensiveMidfield",NA,23,1287,189,75,6.36,9,4,0,5,0,0,0,0,9,2,7,9,17,13,7,6,25,34,9,21,21,18,3,0,1,19,3,2,23,0,0,0,0,686,51,20,563,52,12,2,10,1,0,0,0,0,0,1,0,0,0
"DefensiveMidfield",NA,18,1302,189,75,6.57,9,9,0,0,0,0,0,0,9,4,5,12,10,28,14,14,14,23,9,19,16,11,2,0,0,19,1,1,10,0,0,0,0,597,52,27,456,62,16,5,11,1,0,0,0,0,0,1,0,0,0
"DefensiveMidfield",NA,25,1870,189,75,6.61,20,17,1,2,2,2,0,0,13,6,7,13,8,26,5,21,25,37,12,32,17,10,2,0,1,20,1,3,15,0,0,0,0,836,63,21,673,79,19,9,10,2,2,2,0,0,0,0,0,0,0
"DefensiveMidfield",NA,28,1853,189,75,6.57,24,10,1,13,2,0,1,1,14,3,11,20,25,34,17,17,32,53,21,28,25,19,4,0,1,18,4,7,15,0,0,0,0,1170,99,18,965,88,22,6,16,1,1,0,0,0,0,0,14,0,0
"DefensiveMidfield",NA,3,136,189,75,6.31,0,0,0,0,0,0,0,0,2,0,2,1,2,2,2,0,1,3,2,3,3,1,0,0,0,2,0,0,1,0,0,0,0,66,3,1,56,6,2,0,2,0,0,0,0,0,0,0,0,0,0
"AttackingMidfield",NA,2,72,175,70,6.27,0,0,0,0,0,0,0,0,3,1,2,2,4,1,0,1,0,5,5,0,0,1,0,0,0,0,0,1,1,0,0,0,0,30,0,1,25,4,1,0,1,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,11,702,181,73,6.98,5,0,0,5,0,0,0,0,25,11,14,8,4,45,19,26,11,19,8,10,1,11,3,0,0,33,0,3,9,0,0,0,0,372,8,13,298,53,10,0,10,1,1,0,0,0,0,0,2,0,0
"LeftBack",NA,33,2831,181,73,6.69,9,3,0,6,0,0,0,0,36,12,24,21,18,81,42,39,41,55,14,48,11,22,3,0,1,82,12,20,20,0,0,0,0,1014,39,87,721,167,22,0,22,1,1,0,0,0,0,0,3,0,0
"LeftBack",NA,22,1658,181,73,7.06,12,4,0,8,0,0,0,0,43,13,30,17,9,77,31,46,43,54,11,54,7,17,3,0,1,62,2,8,14,0,0,0,0,890,21,43,706,120,15,1,14,3,1,0,0,0,0,2,0,0,0
"LeftBack",NA,15,381,181,73,6.32,5,1,1,3,1,0,1,0,5,3,2,5,5,20,6,14,12,16,4,11,6,3,0,0,2,9,0,5,13,0,0,0,0,198,3,13,143,39,1,0,1,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,10,811,181,73,6.29,1,0,0,1,0,0,0,0,2,0,2,9,1,25,9,16,15,17,2,16,2,6,1,1,0,27,6,3,2,0,0,0,0,264,11,30,185,38,4,0,4,0,0,0,0,0,0,0,0,0,0
"LeftBack",NA,11,723,173,71,6.22,7,7,0,0,0,0,0,0,12,8,4,13,7,18,9,9,18,26,8,12,4,18,4,0,0,20,3,3,4,0,0,0,0,269,14,23,195,37,4,0,4,1,0,0,0,0,0,1,8,0,0
"LeftBack",NA,22,1345,173,71,6.36,9,6,1,2,0,0,0,0,11,6,5,10,14,36,17,19,25,43,18,15,7,14,2,1,2,25,6,3,10,0,0,0,0,499,29,37,348,85,8,2,6,1,0,0,0,0,0,1,7,0,0
"LeftBack",NA,15,993,178,70,6.64,6,2,0,4,1,0,0,1,15,3,12,11,5,24,9,15,20,24,4,9,12,8,2,0,0,30,4,7,6,0,0,0,0,441,18,30,328,65,6,2,4,1,0,0,0,0,15,0,0,2,0
"LeftBack",NA,27,2302,178,70,6.68,15,11,0,4,1,0,0,1,30,14,16,24,14,61,19,42,27,46,19,16,18,14,4,0,0,56,10,7,21,0,0,0,0,1181,44,94,896,147,31,7,24,3,3,0,0,0,0,0,5,0,0
"RightBack",NA,38,3416,178,71,7.15,11,11,0,0,0,0,0,0,55,28,27,29,19,124,72,52,73,120,47,82,47,17,2,0,2,153,13,27,28,0,0,0,0,1683,217,358,804,304,64,42,22,4,4,2,0,0,0,0,91,0,0
"RightBack",NA,12,566,178,71,6.86,3,3,0,0,0,0,0,0,1,1,0,2,3,9,4,5,17,23,6,7,5,8,1,0,1,13,3,2,13,0,0,0,0,346,12,25,252,57,14,3,11,5,3,0,0,0,0,2,1,1,0
"RightBack",NA,27,2278,178,71,7.1,8,5,0,3,1,1,0,0,15,8,7,20,14,59,31,28,67,92,25,23,24,20,2,0,6,61,5,16,33,0,0,0,0,1543,69,115,1149,210,49,13,36,3,3,1,0,0,0,0,0,0,1
"RightBack",NA,24,1914,178,71,7.04,7,6,0,1,0,0,0,0,18,5,13,20,6,65,36,29,52,75,23,20,20,18,1,0,3,45,6,8,25,0,0,0,0,1266,74,77,957,158,41,12,29,5,0,0,1,0,24,3,17,0,0
"RightBack",NA,6,458,178,71,7.26,2,1,1,0,1,0,1,0,6,3,3,7,4,19,11,8,14,16,2,11,10,3,1,0,0,12,2,5,6,0,0,0,0,265,11,17,185,52,6,0,6,1,1,0,0,0,0,0,3,0,0
"RightBack",NA,2,6,178,79,5.99,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Goalkeeper",NA,3,270,190,86,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,8,2,2,4,78,11,9,57,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"RightBack",NA,23,1715,176,61,6.76,9,4,0,5,1,0,0,1,32,7,25,24,13,26,10,16,36,49,13,34,21,7,2,0,2,30,2,1,13,0,0,0,0,794,28,43,633,90,18,1,17,1,0,0,0,0,0,1,16,0,0
"RightBack",NA,29,2046,176,61,6.55,6,5,0,1,1,0,0,1,22,9,13,20,11,25,13,12,49,76,27,36,14,12,1,0,3,63,6,5,17,0,0,0,0,924,31,48,737,108,13,1,12,1,0,0,0,0,0,1,0,0,0
"RightBack",NA,28,2244,176,61,6.53,5,5,0,0,0,0,0,0,32,13,19,21,11,26,13,13,68,105,37,36,12,26,5,0,1,46,2,3,14,0,0,0,0,953,37,59,712,145,18,3,15,0,0,0,0,0,0,0,0,0,1
"CentreBack",NA,12,711,183,74,6.52,1,1,0,0,0,0,0,0,1,1,0,3,5,41,18,23,18,22,4,8,1,3,0,0,0,54,7,3,6,0,0,0,0,339,13,21,284,21,1,0,1,0,0,0,0,0,0,0,0,0,0
"CentreBack",NA,14,859,183,74,6.76,4,2,0,2,1,0,0,1,8,1,7,2,0,23,9,14,22,28,6,25,2,2,1,0,0,45,3,2,5,0,0,0,0,465,22,49,357,37,1,0,1,0,0,0,0,0,0,0,14,0,0
"CentreBack",NA,3,195,194,89,6.3,0,0,0,0,0,0,0,0,1,0,1,0,0,11,4,7,1,2,1,6,3,2,0,1,0,11,3,0,1,0,0,0,0,103,6,4,85,8,0,0,0,0,0,0,0,0,0,0,0,0,0
